0
0,012288363
0,02457487
0,036857665
0,049134895
0,061404706
0,073665243
0,085914656
0,098151096
0,110372714
0,122577664
0,134764104
0,146930193
0,159074094
0,171193974
0,183288002
0,195354351
0,2073912
0,219396732
0,231369132
0,243306593
0,255207312
0,267069493
0,278891344
0,290671079
0,302406921
0,314097096
0,325739839
0,337333392
0,348876005
0,360365935
0,371801445
0,383180811
0,394502312
0,405764239
0,416964892
0,42810258
0,43917562
0,45018234
0,461121078
0,471990183
0,482788013
0,493512937
0,504163336
0,514737601
0,525234136
0,535651356
0,545987688
0,556241569
0,566411454
0,576495804
0,586493098
0,596401827
0,606220492
0,615947613
0,62558172
0,635121358
0,644565086
0,653911479
0,663159125
0,672306628
0,681352606
0,690295693
0,699134539
0,70786781
0,716494185
0,725012363
0,733421057
0,741718997
0,749904931
0,757977622
0,765935851
0,773778416
0,781504134
0,789111836
0,796600376
0,803968621
0,811215459
0,818339796
0,825340556
0,832216682
0,838967135
0,845590895
0,852086964
0,858454359
0,86469212
0,870799303
0,876774988
0,882618271
0,888328271
0,893904124
0,899344989
0,904650045
0,90981849
0,914849543
0,919742446
0,924496458
0,929110863
0,933584963
0,937918083
0,942109569
0,946158786
0,950065125
0,953827995
0,957446828
0,960921077
0,964250218
0,967433748
0,970471186
0,973362073
0,976105974
0,978702473
0,981151179
0,983451722
0,985603754
0,987606951
0,989461009
0,99116565
0,992720615
0,994125669
0,995380601
0,996485222
0,997439363
0,998242881
0,998895656
0,999397587
0,9997486
0,999948641
0,999997681
0,999895711
0,999642748
0,999238829
0,998684015
0,99797839
0,997122061
0,996115158
0,994957831
0,993650256
0,992192631
0,990585174
0,988828131
0,986921764
0,984866363
0,982662238
0,980309721
0,977809168
0,975160957
0,972365487
0,969423181
0,966334482
0,963099858
0,959719796
0,956194808
0,952525425
0,948712201
0,944755713
0,940656558
0,936415355
0,932032744
0,927509387
0,922845967
0,918043189
0,913101777
0,908022479
0,90280606
0,897453309
0,891965034
0,886342064
0,880585247
0,874695454
0,868673574
0,862520515
0,856237208
0,8498246
0,843283661
0,836615378
0,829820759
0,822900828
0,815856631
0,808689232
0,801399714
0,793989176
0,786458739
0,778809538
0,771042731
0,763159488
0,755161001
0,747048477
0,738823142
0,730486237
0,722039022
0,713482772
0,70481878
0,696048353
0,687172816
0,67819351
0,66911179
0,659929028
0,65064661
0,641265938
0,631788429
0,622215513
0,612548638
0,602789261
0,592938858
0,582998915
0,572970934
0,562856429
0,552656927
0,542373968
0,532009106
0,521563906
0,511039944
0,50043881
0,489762106
0,479011442
0,468188444
0,457294744
0,446331988
0,435301832
0,424205942
0,413045992
0,401823668
0,390540665
0,379198687
0,367799446
0,356344664
0,34483607
0,333275403
0,321664408
0,310004839
0,298298456
0,286547027
0,274752327
0,262916137
0,251040243
0,23912644
0,227176527
0,215192308
0,203175593
0,191128197
0,179051938
0,166948641
0,154820132
0,142668245
0,130494813
0,118301676
0,106090673
0,09386365
0,081622453
0,06936893
0,057104931
0,044832309
0,032552917
0,020268609
0,007981241
